N,P,K,temperature,humidity,ph,rainfall,label
24.2,56.2,19.3,23.54,67.15,6.28,38.92,lentil
29.3,72.5,16.9,26.16,65.11,7.03,44.72,lentil
17.4,66.7,22.1,22.21,63.84,6.65,33.4,lentil
34.2,63.0,21.0,23.83,68.77,6.82,44.06,lentil
23.9,71.5,16.3,25.29,61.7,7.08,45.65,lentil
30.1,67.9,16.5,22.28,67.02,6.75,49.72,lentil
29.1,62.7,18.4,24.21,58.06,7.2,46.77,lentil
32.4,59.6,22.5,28.46,61.04,6.93,45.0,lentil
21.3,70.0,21.7,22.8,68.5,6.2,39.02,lentil
28.0,67.6,18.6,25.62,66.59,6.96,44.51,lentil
29.9,65.3,24.1,22.37,71.32,6.71,39.5,lentil
33.0,68.1,21.7,26.45,66.01,6.52,48.9,lentil
27.5,70.9,15.7,24.89,63.08,7.2,47.49,lentil
28.5,69.9,18.0,27.25,70.97,6.82,51.36,lentil
25.2,63.5,20.1,24.87,63.82,6.86,46.23,lentil
23.5,70.1,21.7,24.34,68.46,6.33,46.87,lentil
22.8,61.9,18.7,22.12,63.36,6.64,48.35,lentil
26.2,59.6,22.3,22.33,64.82,6.83,45.8,lentil
31.9,69.9,18.3,28.36,65.58,6.66,48.86,lentil
28.5,69.5,25.0,23.45,64.05,6.73,49.29,lentil
21.5,57.7,18.8,20.73,63.73,6.85,41.44,lentil
21.8,67.8,21.7,20.61,67.46,6.95,48.82,lentil
32.4,78.5,19.3,24.22,63.75,6.7,51.13,lentil
22.1,63.2,22.8,26.04,63.91,6.96,46.36,lentil
33.5,67.9,22.1,29.28,66.79,6.71,47.89,lentil
26.0,79.4,20.4,23.45,62.49,7.03,48.47,lentil
25.5,70.4,17.0,24.37,66.36,7.21,41.92,lentil
22.4,63.0,17.3,26.67,69.65,6.8,49.89,lentil
28.0,67.0,19.3,23.38,60.36,6.78,44.84,lentil
30.5,68.0,19.7,22.26,65.22,6.92,40.43,lentil
27.8,68.7,18.6,22.82,65.69,6.36,46.4,lentil
23.9,72.8,24.7,22.28,66.6,6.48,49.16,lentil
22.4,69.9,18.3,23.59,61.91,6.95,41.65,lentil
29.7,65.8,19.8,24.3,62.71,6.76,51.12,lentil
24.4,73.4,23.0,22.37,60.63,6.79,42.81,lentil
35.0,67.7,18.4,21.71,68.27,6.53,45.18,lentil
31.3,65.1,19.9,23.97,67.05,6.88,44.12,lentil
27.8,65.6,17.0,24.52,70.68,6.43,41.91,lentil
24.0,71.1,20.9,23.68,62.25,6.73,38.74,lentil
28.1,71.9,17.5,20.93,69.74,6.52,49.54,lentil
26.9,66.7,20.9,22.23,65.4,6.59,39.72,lentil
28.8,66.2,19.7,21.58,69.77,6.96,48.86,lentil
26.3,58.9,23.9,23.88,62.75,6.83,49.67,lentil
27.4,73.9,22.2,21.85,62.98,6.99,34.15,lentil
26.9,60.3,19.0,23.4,63.93,6.53,40.61,lentil
36.7,76.8,17.7,27.16,63.8,6.74,44.75,lentil
24.9,72.4,20.3,23.05,61.09,6.43,38.43,lentil
27.5,61.5,19.5,26.74,68.6,6.69,44.65,lentil
35.0,70.1,19.3,21.15,66.18,6.95,42.47,lentil
28.7,65.7,19.6,19.02,64.33,6.99,42.47,lentil
27.7,63.7,20.7,23.57,62.18,7.1,48.72,lentil
25.1,70.0,21.1,25.28,59.92,7.0,42.72,lentil
26.1,80.7,20.6,23.23,58.38,7.12,39.62,lentil
23.5,65.8,22.8,25.55,64.53,6.79,42.6,lentil
28.1,67.9,21.9,25.93,66.48,6.59,47.97,lentil
27.1,62.1,19.2,24.17,67.73,6.64,40.16,lentil
27.7,68.1,20.4,25.84,68.06,6.52,42.54,lentil
23.3,71.0,22.9,23.37,64.28,7.14,47.02,lentil
29.2,61.5,21.4,22.14,61.6,6.6,42.66,lentil
28.1,18.2,41.9,23.19,85.11,6.74,104.26,pomegranate
32.4,22.3,40.1,21.22,91.42,5.85,109.93,pomegranate
33.4,24.6,44.6,20.71,90.91,6.31,112.43,pomegranate
29.0,21.3,42.6,20.76,86.17,6.14,109.98,pomegranate
34.6,22.8,42.6,19.46,88.11,6.23,107.04,pomegranate
29.3,24.6,39.1,21.71,88.91,5.98,107.05,pomegranate
28.4,22.0,40.1,21.61,88.14,6.86,102.82,pomegranate
26.1,30.8,37.9,19.47,90.47,5.52,106.56,pomegranate
37.6,17.9,36.0,19.25,90.8,6.8,105.45,pomegranate
31.7,26.7,43.6,21.13,84.4,6.02,105.79,pomegranate
28.0,21.9,42.2,23.41,88.66,6.79,108.93,pomegranate
29.3,25.2,40.1,24.59,86.12,6.14,106.99,pomegranate
30.8,26.3,40.0,19.37,90.69,6.65,99.73,pomegranate
29.0,17.7,38.7,20.15,90.62,6.4,102.36,pomegranate
32.5,18.2,40.7,20.28,88.27,6.55,109.59,pomegranate
34.3,22.3,40.6,20.84,89.36,6.53,107.11,pomegranate
21.8,23.5,40.7,20.48,86.43,6.94,109.47,pomegranate
28.1,19.1,38.4,23.45,89.28,6.13,109.54,pomegranate
25.7,27.0,42.7,20.8,87.74,5.3,101.57,pomegranate
23.6,22.9,39.3,19.48,88.44,6.55,109.61,pomegranate
21.4,22.1,37.2,22.85,90.57,5.99,104.44,pomegranate
27.2,15.7,40.7,21.09,90.94,5.91,105.02,pomegranate
23.0,19.5,37.6,22.99,87.6,6.4,105.98,pomegranate
23.9,22.0,41.2,19.69,90.62,6.01,105.57,pomegranate
31.1,20.5,40.1,21.03,89.26,5.4,100.18,pomegranate
31.5,25.6,38.2,21.13,89.59,6.63,99.39,pomegranate
25.5,21.5,41.4,25.25,88.54,5.79,109.11,pomegranate
34.3,22.8,38.2,22.94,90.33,5.94,109.03,pomegranate
33.0,26.0,39.9,20.96,91.45,5.87,109.25,pomegranate
23.5,25.7,39.5,23.4,89.98,5.86,113.2,pomegranate
35.2,25.1,38.5,21.04,89.29,6.07,114.27,pomegranate
29.6,14.4,40.7,20.98,88.85,6.2,110.73,pomegranate
33.5,23.3,39.3,21.44,89.04,6.03,109.82,pomegranate
30.8,27.1,42.5,20.47,90.64,5.97,110.28,pomegranate
26.9,19.4,40.6,17.49,85.5,6.28,107.83,pomegranate
27.5,17.8,38.4,22.09,90.16,6.34,112.13,pomegranate
30.6,20.3,39.4,19.4,88.78,6.79,110.24,pomegranate
34.6,21.6,42.7,21.21,91.94,6.34,110.33,pomegranate
34.9,21.9,40.4,23.43,88.73,5.82,116.07,pomegranate
27.1,23.0,42.3,20.59,86.98,6.45,100.33,pomegranate
27.8,23.2,39.5,19.18,92.19,6.39,113.22,pomegranate
28.0,19.9,40.5,21.18,86.64,6.94,105.01,pomegranate
21.6,26.5,39.0,20.59,85.47,7.05,102.34,pomegranate
29.2,25.2,40.8,21.41,85.6,6.03,108.25,pomegranate
25.9,23.1,41.4,22.94,86.55,7.23,110.57,pomegranate
29.0,25.8,44.7,19.34,88.55,5.4,108.27,pomegranate
30.5,22.4,38.7,18.43,89.75,6.93,105.14,pomegranate
30.8,17.8,40.9,20.91,87.48,6.05,105.93,pomegranate
30.5,18.6,39.2,21.44,86.8,7.07,104.09,pomegranate
26.3,19.6,43.6,22.33,87.13,6.79,108.3,pomegranate
30.0,21.5,38.5,22.01,87.91,7.08,102.42,pomegranate
35.1,22.2,40.6,22.75,87.74,6.7,96.67,pomegranate
26.1,19.7,37.5,21.18,89.77,6.63,108.46,pomegranate
26.3,23.6,40.2,22.9,90.55,6.36,103.91,pomegranate
26.4,20.9,39.4,21.9,90.43,6.33,107.56,pomegranate
29.6,21.0,38.1,18.87,87.61,6.54,104.69,pomegranate
28.0,23.9,41.0,19.88,90.99,6.8,102.98,pomegranate
25.7,26.1,39.7,18.17,86.2,6.25,102.85,pomegranate
27.3,22.6,42.9,21.06,91.15,6.92,113.24,pomegranate
30.1,16.6,40.9,23.07,88.84,7.05,110.94,pomegranate
31.3,25.8,40.7,17.76,88.0,6.83,104.27,pomegranate
28.1,19.4,43.6,24.02,87.23,6.41,104.78,pomegranate
31.5,24.0,41.6,22.0,94.87,5.94,100.66,pomegranate
27.4,17.8,37.0,20.0,87.16,5.97,109.57,pomegranate
27.0,22.0,41.8,20.35,88.47,6.5,99.73,pomegranate
19.5,23.5,41.0,24.6,89.32,6.68,106.72,pomegranate
30.2,27.5,35.8,22.12,93.27,6.46,114.1,pomegranate
26.5,22.4,40.1,18.17,86.66,5.91,110.79,pomegranate
32.5,23.5,41.6,21.25,91.4,6.35,107.73,pomegranate
27.9,24.6,39.2,22.96,86.74,5.91,110.25,pomegranate
28.6,21.1,41.8,20.59,88.6,6.91,113.66,pomegranate
35.3,21.7,42.5,20.08,87.19,5.41,114.19,pomegranate
25.5,22.1,38.2,22.54,88.25,5.83,109.27,pomegranate
23.3,20.0,35.8,19.36,89.36,5.56,101.58,pomegranate
29.0,20.9,44.0,24.25,87.26,6.57,110.5,pomegranate
26.6,18.0,40.0,21.24,88.13,6.53,104.5,pomegranate
24.4,22.8,40.8,19.74,90.86,5.64,105.19,pomegranate
28.0,20.6,38.9,24.31,87.3,7.33,109.25,pomegranate
29.4,23.9,45.1,20.01,86.76,6.05,107.63,pomegranate
22.1,22.6,43.4,21.73,88.41,6.1,111.09,pomegranate
25.7,28.0,43.9,21.89,88.98,6.76,111.88,pomegranate
25.8,20.9,37.4,22.11,90.33,5.81,105.68,pomegranate
23.6,19.8,41.1,20.4,88.4,5.7,108.25,pomegranate
28.8,20.3,39.6,21.77,87.37,5.76,114.72,pomegranate
26.5,22.2,42.0,26.79,86.51,6.53,104.67,pomegranate
26.8,20.3,37.7,21.44,86.05,6.73,107.72,pomegranate
30.7,21.1,39.3,21.93,86.67,6.21,104.06,pomegranate
25.4,16.2,42.7,20.47,91.33,6.78,102.36,pomegranate
24.6,30.2,43.5,21.45,89.51,6.1,109.23,pomegranate
26.1,16.4,37.4,21.53,86.74,6.32,103.2,pomegranate
25.9,25.1,40.5,21.49,90.76,6.54,113.29,pomegranate
27.2,21.2,37.4,20.86,90.93,6.87,111.34,pomegranate
21.8,25.7,36.3,22.85,88.26,6.63,102.17,pomegranate
33.7,18.1,38.7,20.0,85.49,6.39,114.72,pomegranate
39.7,22.8,42.2,21.85,90.0,6.21,108.28,pomegranate
31.1,20.8,39.8,21.41,90.65,5.92,107.29,pomegranate
36.6,26.0,42.7,21.54,89.64,6.75,113.74,pomegranate
21.2,18.6,42.6,21.08,87.66,5.85,105.28,pomegranate
23.4,28.8,40.0,21.41,90.18,6.73,111.28,pomegranate
33.3,20.6,39.4,22.65,87.95,6.35,109.1,pomegranate
106.3,71.8,52.1,27.15,82.12,6.23,114.65,banana
110.8,90.6,54.3,27.94,80.1,6.26,109.39,banana
97.5,84.9,49.9,26.22,83.87,6.02,117.29,banana
87.0,79.2,50.1,29.21,81.2,6.09,98.24,banana
90.7,84.4,45.9,26.7,81.5,5.71,114.63,banana
109.8,73.1,47.2,24.07,77.65,6.23,102.52,banana
103.7,73.4,52.4,26.67,80.04,5.97,97.37,banana
90.8,88.3,51.2,29.08,80.97,6.04,94.64,banana
97.8,82.3,55.9,28.53,84.61,6.18,100.73,banana
100.9,83.9,47.2,26.92,79.38,6.48,92.52,banana
109.6,76.9,45.9,29.27,82.2,6.38,109.8,banana
116.5,85.9,49.5,28.01,83.73,5.77,101.09,banana
97.5,69.9,50.4,24.67,80.16,6.26,102.14,banana
113.4,73.7,53.6,28.51,74.85,6.81,104.62,banana
93.0,74.1,49.3,27.31,80.31,5.91,108.8,banana
96.9,70.9,49.6,23.95,81.06,5.71,105.98,banana
110.5,76.8,53.2,26.85,85.26,5.89,99.96,banana
105.5,79.9,47.5,26.78,79.87,6.4,93.4,banana
100.2,86.2,50.6,29.46,79.78,5.94,108.55,banana
100.8,80.2,51.5,26.52,78.17,5.84,113.12,banana
74.2,84.9,50.1,24.98,80.93,6.14,108.54,banana
78.8,90.7,47.8,28.53,82.22,5.74,108.96,banana
96.9,70.1,53.5,26.34,77.44,5.88,106.63,banana
99.5,85.8,46.0,26.39,79.65,6.57,104.32,banana
108.7,82.7,48.5,27.13,79.49,6.18,113.25,banana
102.9,89.6,47.1,26.88,77.83,6.09,102.85,banana
105.8,76.9,50.1,28.53,73.8,6.64,103.3,banana
83.8,83.4,50.1,27.38,82.97,6.22,106.79,banana
103.6,81.9,55.3,25.28,80.42,6.02,109.88,banana
93.2,72.0,50.5,27.92,84.47,5.62,111.93,banana
118.9,80.2,46.1,26.89,80.04,6.17,101.45,banana
112.4,75.8,44.8,29.16,73.18,5.94,123.71,banana
99.9,75.8,49.8,27.42,80.48,6.2,98.77,banana
113.5,84.0,52.2,26.56,83.86,5.92,106.67,banana
92.5,76.5,52.1,26.83,77.44,5.81,109.19,banana
95.0,81.8,50.0,24.62,75.59,6.1,100.58,banana
108.5,88.3,52.2,30.23,79.75,6.19,101.49,banana
119.6,94.4,50.0,28.08,84.08,5.96,101.06,banana
107.0,83.0,50.5,26.25,74.85,6.07,110.43,banana
98.2,91.1,47.9,25.92,79.8,5.98,109.62,banana
93.8,90.7,55.9,27.44,83.75,5.68,111.45,banana
108.4,87.7,50.0,23.07,78.07,5.81,99.13,banana
101.0,80.0,47.5,25.91,77.85,6.34,101.03,banana
95.9,79.8,51.0,28.18,70.87,6.31,113.62,banana
91.6,76.7,48.6,26.37,80.67,5.42,98.29,banana
112.3,76.9,53.7,28.03,74.57,6.19,104.29,banana
96.4,84.0,51.4,28.56,83.53,6.12,96.75,banana
96.2,100.2,52.2,31.05,84.19,6.07,106.81,banana
99.7,72.1,50.1,29.32,78.2,6.12,110.11,banana
92.7,79.8,46.9,26.27,76.14,5.73,113.52,banana
92.7,83.3,48.5,29.27,83.93,6.26,106.84,banana
98.2,75.3,55.8,26.36,81.99,6.32,101.67,banana
108.3,87.1,55.2,26.8,76.14,5.85,106.25,banana
100.5,80.1,44.3,28.21,85.92,6.14,108.65,banana
104.6,84.9,52.8,28.09,79.06,5.76,103.51,banana
102.5,80.6,50.9,28.16,82.5,6.38,105.47,banana
89.5,80.4,50.1,24.75,84.17,6.04,107.29,banana
110.9,78.7,51.7,27.34,79.45,5.77,114.99,banana
97.0,86.7,44.4,29.27,83.16,6.03,103.64,banana
103.2,96.2,44.7,28.67,77.27,5.99,103.51,banana
96.6,82.4,46.6,29.04,74.62,6.16,103.04,banana
90.6,83.7,45.3,27.56,75.73,6.14,99.45,banana
96.4,84.3,47.7,27.41,75.46,6.19,115.59,banana
122.3,83.0,52.4,24.83,84.51,6.23,102.1,banana
109.9,81.0,48.6,28.21,76.81,6.31,98.66,banana
91.6,77.0,52.3,26.57,75.96,5.82,104.81,banana
90.6,75.6,56.3,26.21,79.03,5.89,102.47,banana
105.0,88.2,49.1,25.65,83.82,5.97,115.38,banana
82.0,83.7,55.8,26.97,79.32,6.09,101.65,banana
97.5,80.5,48.1,29.34,81.38,6.08,109.85,banana
97.9,77.9,48.2,27.5,76.82,5.85,101.9,banana
117.0,65.9,49.5,30.09,80.37,6.23,105.6,banana
94.7,69.0,50.6,26.34,77.6,5.85,115.47,banana
119.2,83.8,48.6,25.73,81.41,6.53,103.52,banana
81.0,86.5,53.0,25.12,80.53,6.14,104.56,banana
93.7,88.6,48.8,25.27,73.85,6.38,108.7,banana
100.7,79.9,48.4,25.89,78.71,5.36,100.58,banana
97.5,86.2,49.9,28.69,84.05,6.32,107.82,banana
100.1,76.6,52.2,30.02,81.03,6.58,95.85,banana
90.8,87.6,50.8,29.47,79.95,5.74,103.72,banana
87.7,75.7,52.9,28.81,81.09,5.48,102.85,banana
90.2,89.6,48.2,25.87,80.09,5.81,113.9,banana
94.1,74.1,43.5,27.45,78.31,5.57,112.14,banana
105.3,82.3,54.1,28.49,77.53,5.69,109.91,banana
103.2,83.5,47.5,28.41,77.73,5.97,113.68,banana
94.7,73.1,46.8,28.99,80.76,5.96,101.95,banana
103.9,77.4,50.9,26.4,77.31,5.81,102.75,banana
99.6,83.9,38.9,26.29,78.83,6.45,98.52,banana
101.3,91.5,46.1,28.09,77.59,5.85,100.18,banana
94.1,98.8,52.5,29.15,81.48,5.52,107.37,banana
108.6,77.4,52.9,28.56,85.56,5.87,98.41,banana
97.1,91.1,44.5,24.4,80.27,5.87,105.05,banana
107.6,79.2,44.4,30.57,77.01,5.68,111.62,banana
96.9,82.1,51.4,29.13,79.0,6.46,92.19,banana
106.1,77.5,54.1,27.71,77.98,6.2,110.36,banana
105.1,76.3,48.5,27.49,79.88,6.22,92.91,banana
102.7,80.8,47.5,26.39,79.36,4.92,100.79,banana
93.0,85.7,47.6,27.18,84.63,6.3,110.41,banana
96.0,85.8,49.3,27.21,81.23,5.82,113.96,banana
98.7,86.2,54.4,29.05,75.77,6.13,110.1,banana
24.5,24.2,28.7,33.49,47.71,5.6,98.8,mango
19.8,25.3,28.2,32.17,46.0,5.63,93.83,mango
26.5,29.5,28.6,33.86,49.1,5.13,91.81,mango
27.2,28.0,30.0,34.77,45.71,5.11,86.04,mango
21.9,28.0,33.1,31.99,48.79,5.75,92.97,mango
11.6,35.6,31.0,31.92,51.85,6.1,91.94,mango
16.8,29.3,30.8,29.88,54.26,5.9,95.42,mango
27.0,27.6,30.6,33.12,47.83,5.78,93.0,mango
15.2,34.5,27.2,28.9,53.94,6.11,88.4,mango
23.0,31.9,29.9,36.7,44.83,6.1,97.17,mango
24.5,26.9,29.4,32.39,52.45,6.05,96.66,mango
14.9,26.8,28.1,30.73,53.05,5.8,102.93,mango
21.0,27.7,30.2,30.22,49.83,6.31,92.96,mango
16.0,24.7,29.1,31.65,53.58,5.08,91.22,mango
20.7,22.0,28.3,30.14,47.61,5.85,91.86,mango
17.2,28.8,33.4,34.78,44.23,6.04,91.79,mango
20.8,26.3,30.2,31.8,48.26,5.3,90.71,mango
21.2,29.3,31.7,30.51,50.85,6.23,97.16,mango
19.7,26.8,30.4,29.2,49.42,6.12,95.07,mango
18.6,28.2,28.4,32.91,49.77,5.61,91.05,mango
19.7,26.2,31.3,30.71,54.78,6.48,88.93,mango
20.3,25.5,29.3,35.5,49.08,5.93,94.67,mango
15.0,24.9,27.6,29.73,41.45,6.02,100.72,mango
20.7,23.3,28.7,30.58,46.95,6.18,95.74,mango
14.2,29.7,33.1,35.31,58.6,5.3,103.8,mango
18.2,25.7,30.7,30.34,51.2,5.09,91.54,mango
26.4,27.3,30.3,32.45,53.51,4.92,94.84,mango
18.7,28.0,32.1,29.11,46.96,4.78,90.3,mango
26.7,27.1,27.3,30.53,45.54,5.19,94.06,mango
14.1,30.8,29.9,31.67,49.16,6.14,95.63,mango
21.7,29.2,29.6,32.58,48.99,5.75,91.4,mango
17.7,25.4,30.9,34.12,53.51,5.12,97.66,mango
18.4,29.3,28.2,31.78,50.94,5.01,94.93,mango
26.7,27.0,32.7,31.12,52.55,4.64,102.18,mango
27.5,26.6,26.1,32.08,45.67,5.97,94.15,mango
15.3,30.9,31.6,33.45,50.03,5.04,96.41,mango
18.6,23.3,32.7,35.7,49.88,6.83,92.87,mango
18.1,25.6,33.3,29.94,52.21,5.47,90.66,mango
25.2,26.4,29.2,33.77,54.79,6.07,89.88,mango
17.4,27.7,30.6,29.52,52.17,5.79,85.64,mango
15.4,26.0,29.9,35.28,50.71,5.33,93.38,mango
18.2,28.5,31.2,33.92,49.93,6.57,96.13,mango
16.5,34.1,30.7,29.83,54.96,6.79,92.37,mango
17.5,27.0,31.4,34.06,51.71,5.8,98.49,mango
18.4,30.6,29.4,32.36,49.66,5.72,90.99,mango
26.7,25.3,28.5,35.74,52.93,4.56,90.24,mango
10.9,24.6,23.7,31.23,46.57,5.78,86.0,mango
20.4,26.3,33.0,34.32,52.36,5.59,100.44,mango
12.2,23.3,29.8,36.01,49.39,5.66,86.73,mango
24.7,30.4,31.6,30.24,47.88,5.1,92.84,mango
14.6,24.0,29.2,30.52,48.39,5.98,92.82,mango
18.6,28.0,28.0,31.71,50.45,5.0,96.48,mango
15.6,27.8,32.3,33.35,50.1,5.57,96.29,mango
23.4,25.6,28.4,27.36,50.46,5.71,97.04,mango
21.8,31.5,28.6,33.78,48.41,6.14,86.66,mango
21.2,21.5,29.5,32.38,48.44,5.22,95.88,mango
19.5,26.0,30.1,36.77,53.46,6.33,94.24,mango
20.8,20.3,28.6,30.54,44.38,5.17,84.58,mango
19.8,30.0,32.2,32.33,47.11,4.78,85.47,mango
13.7,24.8,29.7,29.47,51.02,5.63,92.54,mango
25.7,24.0,30.8,31.47,49.0,6.19,96.02,mango
15.3,27.0,30.6,30.95,51.76,5.89,99.83,mango
12.3,27.1,28.2,32.71,45.15,5.92,89.98,mango
16.3,23.2,29.1,33.67,49.92,6.06,99.16,mango
21.3,25.8,30.9,30.41,48.49,4.99,96.21,mango
18.1,28.0,27.9,32.37,47.71,5.68,96.01,mango
24.0,27.4,26.5,37.49,55.24,6.11,89.49,mango
19.4,25.9,32.5,32.03,47.65,5.51,96.98,mango
28.0,32.1,31.5,30.99,40.28,5.9,92.49,mango
20.7,27.7,27.3,32.61,51.9,6.09,96.29,mango
23.0,26.3,29.9,31.68,50.32,6.25,95.07,mango
30.4,34.1,30.2,23.83,53.71,5.48,89.29,mango
18.0,26.2,31.2,28.38,46.77,5.92,94.99,mango
23.2,25.1,28.0,30.49,50.72,6.49,84.31,mango
18.9,23.5,26.7,33.43,51.63,5.97,96.18,mango
17.6,26.2,34.4,31.01,52.21,5.75,85.11,mango
9.8,25.8,32.1,33.08,52.74,5.26,98.96,mango
15.2,28.1,30.0,31.15,54.02,5.4,87.1,mango
20.1,26.3,36.8,32.85,48.77,5.22,84.98,mango
14.9,27.8,32.9,33.74,50.69,5.59,93.58,mango
17.4,32.7,29.6,31.33,43.35,5.65,95.85,mango
14.7,25.2,31.6,28.55,53.17,5.48,90.95,mango
14.4,28.6,34.9,33.06,47.41,6.32,91.23,mango
26.9,29.9,24.1,29.49,52.83,5.83,88.4,mango
16.8,21.8,29.8,35.92,52.41,6.85,96.03,mango
25.1,33.4,30.8,31.13,53.1,6.48,90.58,mango
16.4,27.9,31.7,33.1,45.73,6.71,89.94,mango
18.7,24.8,35.4,31.98,47.45,6.18,95.58,mango
19.1,30.0,28.3,30.51,43.97,5.09,99.73,mango
28.2,27.7,33.3,31.18,49.27,5.78,92.0,mango
18.9,30.9,30.3,32.92,53.09,5.94,88.62,mango
13.2,27.9,29.7,31.67,49.95,7.04,87.18,mango
10.1,28.5,29.2,32.13,51.75,6.39,86.47,mango
17.2,28.8,31.5,35.89,52.87,5.72,88.94,mango
17.2,25.7,31.3,32.01,46.03,5.53,96.01,mango
21.8,29.2,30.8,34.75,50.71,5.56,88.84,mango
21.2,20.2,29.6,31.09,45.91,5.29,95.74,mango
21.2,27.8,30.6,31.69,53.73,5.81,86.67,mango
28.2,28.6,28.8,28.99,51.19,5.69,98.8,mango
18.3,25.0,31.8,33.35,50.51,6.09,92.35,mango
30.9,139.5,201.9,24.32,85.2,5.29,76.16,grapes
23.2,128.7,199.9,24.41,84.51,5.68,70.78,grapes
27.7,134.3,199.8,25.37,81.4,5.85,70.86,grapes
33.8,128.9,197.4,27.45,82.43,6.25,67.28,grapes
22.9,129.3,197.7,24.68,81.23,6.22,69.14,grapes
30.6,133.4,200.6,24.9,83.52,5.76,74.2,grapes
29.1,124.6,200.6,21.6,83.83,6.66,67.64,grapes
31.3,122.0,201.4,21.46,81.25,5.67,72.2,grapes
34.0,132.6,197.4,31.36,81.0,5.35,71.38,grapes
25.6,138.4,198.9,27.41,85.3,5.64,68.3,grapes
29.7,141.7,198.0,22.62,83.46,5.83,70.46,grapes
23.8,145.0,196.0,23.71,82.44,6.57,66.03,grapes
37.9,137.0,201.3,21.06,83.64,5.78,73.8,grapes
26.1,131.8,198.3,21.05,83.98,6.16,73.63,grapes
22.9,138.9,205.0,23.19,86.29,5.92,65.88,grapes
28.8,138.8,197.5,22.6,83.69,6.0,71.75,grapes
31.0,135.4,198.7,25.93,80.65,6.39,68.1,grapes
34.5,131.1,200.6,23.02,80.47,5.48,66.83,grapes
28.7,133.8,203.0,23.22,80.74,5.57,71.44,grapes
35.5,140.1,202.1,27.55,85.9,6.1,71.94,grapes
28.7,124.3,197.9,24.96,82.62,6.58,70.24,grapes
34.7,129.9,199.1,19.68,81.02,6.16,70.02,grapes
33.8,133.6,198.9,33.59,82.31,6.35,68.8,grapes
32.8,138.1,200.6,15.58,82.54,6.37,71.58,grapes
31.8,122.2,197.8,26.65,83.32,6.36,69.57,grapes
31.6,132.6,197.0,15.98,83.36,6.05,68.15,grapes
23.5,136.3,199.2,27.23,86.23,5.36,67.9,grapes
29.2,141.2,195.1,32.74,82.77,5.97,69.41,grapes
28.3,138.8,196.8,26.38,81.73,5.77,77.76,grapes
31.7,136.2,203.4,19.31,86.0,5.25,67.69,grapes
28.2,136.0,200.7,24.33,82.48,5.71,65.51,grapes
32.9,136.7,204.8,21.84,83.89,5.91,73.57,grapes
34.1,133.8,199.0,28.84,83.79,5.79,66.02,grapes
28.8,141.6,203.4,20.55,80.16,6.38,66.59,grapes
32.0,128.8,204.9,21.92,84.79,6.06,70.76,grapes
22.1,119.3,199.3,25.99,80.25,5.67,71.68,grapes
32.3,131.7,202.3,20.3,81.79,6.49,70.2,grapes
30.5,145.0,195.8,28.19,85.83,5.9,72.58,grapes
26.1,128.4,201.2,28.19,84.74,6.47,69.8,grapes
34.8,130.4,202.7,25.83,83.39,6.13,65.19,grapes
25.5,133.1,194.9,28.32,84.24,6.1,66.64,grapes
35.5,144.7,200.4,27.04,82.9,6.16,69.64,grapes
29.9,137.9,205.0,19.4,82.29,5.65,74.78,grapes
27.6,123.8,201.9,31.98,83.83,6.06,71.23,grapes
35.7,127.3,199.7,23.19,80.16,5.9,73.32,grapes
32.3,136.4,200.4,27.09,80.9,5.91,70.58,grapes
31.1,134.4,199.6,23.49,88.82,6.27,71.24,grapes
29.1,129.8,199.6,26.17,78.74,5.53,68.09,grapes
30.8,131.1,204.4,19.07,81.0,6.46,70.39,grapes
33.5,144.8,197.9,24.6,81.96,5.41,69.07,grapes
33.5,135.7,201.9,23.5,81.19,6.38,68.51,grapes
31.2,133.5,204.4,28.89,79.91,5.64,71.74,grapes
29.7,129.8,203.0,25.75,82.6,6.23,68.87,grapes
36.3,127.8,202.0,30.74,79.75,5.9,73.43,grapes
34.6,131.5,197.8,28.82,84.87,5.65,66.39,grapes
30.9,136.3,199.1,27.72,81.08,5.37,68.73,grapes
30.3,130.8,196.5,17.74,81.47,6.27,73.77,grapes
34.8,127.6,196.5,26.99,83.77,6.12,63.96,grapes
26.5,132.3,201.5,28.07,82.79,6.1,70.25,grapes
32.7,134.4,200.2,23.93,82.66,6.15,70.8,grapes
31.5,140.6,200.8,22.4,84.27,5.59,66.76,grapes
31.3,135.6,196.3,23.47,81.29,5.85,72.83,grapes
32.8,132.4,198.4,19.6,85.34,6.18,67.88,grapes
32.9,132.1,199.1,26.74,81.02,5.9,70.36,grapes
28.0,136.5,205.0,21.98,79.17,5.4,69.55,grapes
27.3,133.7,200.4,18.59,78.87,6.09,70.41,grapes
28.3,122.6,201.4,30.09,83.06,5.75,70.13,grapes
24.5,138.8,200.2,17.93,81.9,6.14,69.0,grapes
28.9,125.2,201.7,22.41,78.19,5.89,72.94,grapes
28.5,142.9,201.3,26.36,82.24,5.98,69.21,grapes
28.8,135.7,197.2,20.7,80.25,6.61,71.59,grapes
31.2,126.2,201.9,24.53,82.93,5.71,70.48,grapes
28.3,127.9,202.2,18.85,83.63,6.21,67.36,grapes
26.7,131.2,200.8,24.39,83.37,6.53,68.48,grapes
23.1,137.5,205.0,26.57,80.32,5.96,66.64,grapes
32.6,124.4,199.1,20.98,82.75,5.89,70.53,grapes
30.1,126.6,201.9,24.8,80.52,6.67,71.43,grapes
